Price,Close,High,Low,Open,Volume,Symbol,MA_5,MA_10,EMA_5,Lag_1,Lag_2,Volume_Change,Close_Change
Ticker,ADBE,ADBE,ADBE,ADBE,ADBE,,,,,,,,
Date,,,,,,,,,,,,,
2021-11-24,668.3200073242188,668.8699951171875,647.1400146484375,655.8300170898438,2426800,ADBE,2.211177661465882,2.1318427331761334,2.1801611798698697,2.120821583243398,2.2011684432594127,-0.20682365559687804,0.20214709333236097
2021-11-26,662.0999755859375,684.0,659.6799926757812,670.25,2204000,ADBE,2.1920953264929603,2.1522041650558914,2.1525417162025673,2.1547524811194725,2.111144618356725,-0.3322814364985591,-0.3708954650705407
2021-11-29,687.489990234375,691.3599853515625,665.77001953125,668.0,2728800,ADBE,2.1902000149766683,2.1843543886493606,2.225546866143525,2.0879648295636164,2.1449706834595026,0.3413784688682875,1.571673304845789
2021-11-30,669.8499755859375,694.8900146484375,667.8300170898438,687.219970703125,4703600,ADBE,2.182187992393333,2.1952396327554355,2.2107031359962344,2.3605903598967624,2.078389378778408,1.3328676677033136,-1.0374435059008338
2021-12-01,657.4099731445312,678.780029296875,656.280029296875,676.0,2831800,ADBE,2.165496421087135,2.1805896616596083,2.1560164119587593,2.17118053027657,2.350172606307759,-0.9573887956329653,-0.7485427333194272
2021-12-02,671.8800048828125,674.8499755859375,653.6199951171875,655.9500122070312,2675400,ADBE,2.1731637698741224,2.181891182499644,2.1716587305310533,2.0376058825304444,2.1613479765782753,-0.25759286661194253,0.9057192656815132
2021-12-03,616.530029296875,662.0900268554688,604.2999877929688,658.0999755859375,6741800,ADBE,2.075017446273669,2.1233453284644477,1.9827963518384628,2.1929779896839605,2.0281860205568574,2.9586859432565458,-3.349634738369896
2021-12-06,622.0399780273438,625.9000244140625,605.72998046875,617.469970703125,3170000,ADBE,1.9340544081129964,2.0519995996155447,1.8767269688190233,1.598657086093166,2.183078090637811,-1.22660853081721,0.37279283610932856
2021-12-07,649.9600219726562,655.219970703125,640.0499877929688,644.1900024414062,3943500,ADBE,1.8912163979177625,2.0266042855944804,1.9065416803194266,1.6578202144155407,1.590593398655066,0.3534129003254742,1.8381415424977885
2021-12-08,653.0999755859375,654.6500244140625,641.6099853515625,647.2999877929688,2416200,ADBE,1.8819337357785613,2.0136323408629044,1.937723728050519,1.9576119590407839,1.6495737368007237,-0.9356326049775534,0.20541659722088373
2021-12-09,632.5700073242188,655.719970703125,630.8800048828125,650.9199829101562,2550700,ADBE,1.7972697838694323,1.97517901432609,1.8845924949339328,1.991327241638896,1.9484392459896018,-0.031156425004709474,-1.2728961201810354
2021-12-10,654.4500122070312,654.969970703125,635.0999755859375,638.1300048828125,2873000,ADBE,1.878939990150039,1.9669505796462639,1.927951817917522,1.770886506862945,1.9820503619785619,0.11318755557949142,1.4184581542063441
2021-12-13,658.2999877929688,675.2100219726562,650.97998046875,652.77001953125,3829400,ADBE,1.9570350273844095,1.9355533014507451,1.970720079284563,2.005823273046956,1.762290700060114,0.5349081308290722,0.24829036774066393
2021-12-14,614.8599853515625,636.0,599.0999755859375,635.3599853515625,5934200,ADBE,1.8814382836281316,1.876405104227284,1.8428241671450507,2.047162423512963,1.9965016065030017,0.97748618556619,-2.681416266850358
2021-12-15,630.3300170898438,631.25,604.6199951171875,615.9600219726562,4288800,ADBE,1.8323974596440369,1.847277428904949,1.813260914588403,1.5807249729150232,2.037713035686627,-0.7109815202430683,1.0341072006975571
2021-12-16,566.0900268554688,591.5800170898438,556.1500244140625,578.4000244140625,10961200,ADBE,1.6892161261693515,1.7334878745159148,1.5622525082522374,1.746834589837953,1.572716688465739,3.0318893866814776,-4.145912289119624
2021-12-17,556.6400146484375,566.989990234375,545.1400146484375,566.0900268554688,7999200,ADBE,1.478557732787629,1.669069125157286,1.3608882888683762,1.0570570671093327,1.7383130937466758,-0.6965898721562243,-0.6719952188840406
2021-12-20,549.77001953125,557.27001953125,543.5,545.6099853515625,3441100,ADBE,1.2448111903231227,1.5913342912313444,1.201909685675129,0.9555874687152592,1.0506667050342977,-1.3083254004747307,-0.49460981279760247
2021-12-21,557.52001953125,559.8900146484375,538.0499877929688,550.9099731445312,4104700,ADBE,1.1213151737831575,1.4919042045476139,1.1238282458241946,0.8818208290286363,0.9495106067263049,0.24894804936261422,0.5831229150597593
2021-12-22,563.97998046875,564.9199829101562,552.239990234375,560.2999877929688,4526200,ADBE,0.9784137070180151,1.3960451759266188,1.0950333925434004,0.9650365297415898,0.8759718761696842,0.06485552166196162,0.4808129428109506
2021-12-23,569.6199951171875,572.5700073242188,566.1599731445312,568.9600219726562,2147700,ADBE,0.9860163801727371,1.3283350395659617,1.0961440025284637,1.0344004234180249,0.9589304739695517,-1.2178219701070994,0.41613859798044484
2021-12-27,577.6799926757812,580.8800048828125,572.0900268554688,575.0399780273438,1980100,ADBE,1.0313312567565112,1.2457598611247636,1.1259048678304366,1.094960135805257,1.0280800612233474,-0.3041622920164645,0.5852824111371463
2021-12-28,569.3599853515625,582.8800048828125,568.3499755859375,582.8400268554688,2107800,ADBE,1.0735231679017676,1.1500944357803005,1.1157888067806636,1.181504438332105,1.0884526685530362,-0.013135220377242055,-0.5786049662742693
2021-12-29,569.2899780273438,576.9600219726562,562.780029296875,573.3300170898438,2484200,ADBE,1.0988727293867415,1.101078537264966,1.1087927009104983,1.0921682784067155,1.1747295841312675,0.21980934880700448,0.0034763895368182967
2021-12-30,570.530029296875,578.989990234375,566.0399780273438,570.5700073242188,1564600,ADBE,1.1129799044930286,1.0367566223698441,1.108593502226915,1.0914165740789863,1.0856694368665172,-0.9006836786104591,0.09728123053861017
2021-12-31,567.0599975585938,570.1699829101562,565.0700073242188,570.0,1581400,ADBE,1.1074663068423243,1.0377999398573516,1.0959666655038356,1.1047316367001514,1.0849200550016258,-0.12289493436151405,-0.23943958409298688
2022-01-03,564.3699951171875,575.0,553.27001953125,566.6500244140625,2862700,ADBE,1.0787998844765707,1.0461144423213535,1.0778632745718981,1.067472137010182,1.0981939794558526,1.5095792419795955,-0.18488386502605628
2022-01-04,554.0,564.2999877929688,541.3099975585938,563.9000244140625,4344800,ADBE,1.0457182985723417,1.0506642834460864,1.0284566170598075,1.0385882095158367,1.0610495965747109,0.9123210278417808,-0.740517873464814
2022-01-05,514.4299926757812,538.75,514.0,535.0,7394800,ADBE,0.9275635427849095,1.0043158953858486,0.8530448864542969,0.9272402856362671,1.0322549087531259,1.288559826885705,-2.9030817789621453
2022-01-06,514.1199951171875,526.3099975585938,508.20001220703125,510.0,3913600,ADBE,0.8060703675726072,0.9506856213202697,0.7349875696832554,0.5023569454167103,0.921251004996565,-1.106063989511025,-0.01607563767299836
2022-01-07,510.70001220703125,520.4199829101562,504.0,513.6599731445312,3605400,ADBE,0.6846849850807488,0.8873102550996317,0.6439688577571393,0.4990283436028156,0.497680382732349,-0.3056203043585958,-0.26267438024784917
2022-01-10,525.8300170898438,526.5800170898438,497.010009765625,500.0,5429700,ADBE,0.6016794636120107,0.8315395126623744,0.6377661201955608,0.4623062436937862,0.49436206495398516,0.8883554177221685,1.2161470254251125
2022-01-11,529.8900146484375,535.1799926757812,520.97998046875,525.5499877929688,3422200,ADBE,0.5497525552653009,0.7890849204429118,0.6482492033767722,0.6247648189342572,0.45775342150545967,-0.8997571385409944,0.32322813019215363
2022-01-12,532.3699951171875,541.5900268554688,529.280029296875,533.0900268554688,2901800,ADBE,0.5883908559084104,0.7493731397833913,0.6641672297698484,0.668359082383452,0.6197100653484626,-0.45532086607008726,0.19926884399448044
2022-01-13,516.9000244140625,535.27001953125,516.3200073242188,532.219970703125,3406500,ADBE,0.5943783471654566,0.6916877666385021,0.6190787782559309,0.6949878968946094,0.6631696401267624,0.21031807939603603,-1.1760435485499279
2022-01-14,520.5999755859375,522.5700073242188,511.2699890136719,514.489990234375,2659800,ADBE,0.6157004045419433,0.641714552769351,0.6023416855796149,0.5288789353372663,0.6897161823536732,-0.5923980238280301,0.3002718328466644
2022-01-18,513.3400268554688,519.3900146484375,504.9800109863281,510.3900146484375,3461000,ADBE,0.5888000738824856,0.586825824581066,0.5650437843763871,0.5686071971916264,0.524120430413508,0.4702482001617619,-0.5599719747924646
2022-01-19,516.5800170898438,528.9199829101562,515.2999877929688,516.47998046875,2985900,ADBE,0.560133651516732,0.5465762351587922,0.5518442775885358,0.4906534267727782,0.5637259479808275,-0.42511433309547497,0.265770633543081
2022-01-20,510.8500061035156,532.030029296875,509.6400146484375,522.3800048828125,3208100,ADBE,0.5137849507257248,0.5427255388605888,0.5224133908588153,0.5254428535671837,0.4860130232351997,0.007129935473590014,-0.44366791832263996
2022-01-21,499.9100036621094,513.8599853515625,499.2699890136719,508.5,4276100,ADBE,0.4771926742257226,0.5274410230142269,0.4634027271750121,0.4639168046226395,0.5206949647486209,0.5349385169410555,-0.8644726172607743
2022-01-24,519.6599731445312,520.4299926757812,483.30999755859375,491.07000732421875,7538000,ADBE,0.47516814289943377,0.537078514026445,0.49517312171918093,0.346448421530634,0.45935900645137995,1.412773132233297,1.6189321970295603
2022-01-25,502.7200012207031,514.260009765625,500.010009765625,505.510009765625,4051500,ADBE,0.4522952506211962,0.5122209759428905,0.45536009646366493,0.5585139117937544,0.34225355322993617,-1.0892388132759028,-1.320325873783426
2022-01-26,500.80999755859375,520.489990234375,494.2200012207031,514.0,4449500,ADBE,0.4183305531365509,0.4809419999190609,0.42194100778071436,0.376620797768062,0.5536638467592128,0.0557651701767098,-0.1463855794203586
2022-01-27,493.04998779296875,513.22998046875,485.6199951171875,508.94000244140625,5865400,ADBE,0.37999374347434084,0.4386487109381334,0.37172127900979596,0.3561121147865473,0.37233270900825727,0.5049395607440739,-0.623137715405596
