Price,Close,High,Low,Open,Volume
Ticker,BA,BA,BA,BA,BA
Date,,,,,
2010-01-04,43.777549743652344,43.94118885573288,42.7022014866652,43.41910131550805,6186700
2010-01-05,45.21135711669922,45.41395754537617,43.63729711409147,43.83210647620795,8867800
2010-01-06,46.58280944824219,46.74645155656218,45.10226021539873,45.374992108340905,8836500
2010-01-07,48.46855545043945,48.55427201984476,45.99058086469537,46.37240543606838,14379100
2010-01-08,48.001007080078125,48.141270004383045,47.42437325576128,47.954254753679024,7146600
2010-01-11,47.43216323852539,48.382833487696026,47.151637396307585,48.27374076517882,5624900
2010-01-12,47.08930969238281,47.68932276264263,46.68410594470524,46.808783792255696,5273800
2010-01-13,47.658138275146484,48.078926999232735,47.0269551890171,47.229558488415734,4950400
2010-01-14,47.969844818115234,48.0165971493531,47.36203775903579,47.556847066004586,3000400
2010-01-15,47.39320755004883,47.96984440159334,46.917872369563646,47.94646526362328,5067300
2010-01-19,47.260738372802734,47.541261273815444,46.723062790948354,47.22177413393195,5427100
2010-01-20,46.91008758544922,47.198404563543384,45.60875970625133,47.01138927007049,5374100
2010-01-21,46.13085174560547,47.73607878525254,45.89708113495881,46.9880116421614,5401300
2010-01-22,45.01654052734375,46.10747099651821,44.96199415251275,45.67889106317987,4743300
2010-01-25,45.024330139160156,45.78019126963797,44.806144646879716,45.46849516133357,3489900
2010-01-26,44.96977996826172,45.58537809526894,44.59574645341729,44.83731106558008,4552000
2010-01-27,48.25817108154297,48.37505787732346,45.84253639755355,45.85032746341339,14758500
2010-01-28,48.74908447265625,49.052986531046756,47.77503788932551,48.42959731222594,8862500
2010-01-29,47.22178649902344,49.403653654732786,47.003600972474445,48.93610941884299,8725400
2010-02-01,48.07892990112305,48.203607718834476,47.315277896071294,47.330862994854435,5919900
2010-02-02,48.26595687866211,48.312712186381404,47.53347489305268,47.75945442153105,7862300
2010-02-03,48.21887969970703,48.485629239240616,47.740299379410196,48.26595420415927,5480600
2010-02-04,46.5399284362793,47.99135792103592,46.4850096769327,47.81875738859571,7490700
2010-02-05,45.818138122558594,46.86944480871193,44.82959445125502,46.453627489834346,9675700
2010-02-08,45.41801834106445,46.26534160049424,45.33171656543568,45.76322544357957,4724500
2010-02-09,46.86943817138672,47.410781443302554,45.8102843878372,45.99073214514248,8250900
2010-02-10,46.71253967285156,47.1126625559786,46.24180352422446,46.8459129696111,4237100
2010-02-11,47.53633117675781,47.661860236266946,46.241810318880155,46.87730286612264,4395800
2010-02-12,46.79883575439453,47.010663553721926,46.23395364192668,46.97143629432234,5178300
2010-02-16,48.06196975708008,48.08550850674853,46.99497454563087,47.40294163047579,4268700
2010-02-17,48.50131607055664,48.642536577467425,47.85797953589537,48.16395630325285,4116200
2010-02-18,49.34079360961914,49.434939619938156,48.422863275101356,48.46993478383701,4390300
2010-02-19,49.88998794555664,50.478402799372994,49.152505321829324,49.152505321829324,7371100
2010-02-22,50.1881217956543,50.58040037028258,49.576165184097526,49.88214498629992,6034100
2010-02-23,49.24665069580078,50.3450288661797,48.83868063496933,50.06259081746368,6483800
2010-02-24,49.803680419921875,49.97628392601675,49.14465238819768,49.42709340077199,3400400
2010-02-25,49.325103759765625,49.403561265030156,48.642539924627116,49.207421991140535,5043100
2010-02-26,49.55263137817383,50.117513505588825,49.45063810675765,49.497712614991606,4416000
2010-03-01,50.2116584777832,50.470563778376345,49.42710131406784,49.466328573683995,5265600
2010-03-02,50.55685806274414,51.25511335625222,50.49409206236931,50.71376707798598,4383200
2010-03-03,50.564697265625,50.972670265762375,50.25087924791318,50.666693508506846,4289400
2010-03-04,51.4277229309082,51.62386221594493,50.8785293413878,51.066821379028184,7718700
2010-03-05,53.29495620727539,53.3812579544434,51.804296739285405,51.827832491113995,8505600
2010-03-08,52.75362014770508,53.35773249440403,52.667318383890944,53.35773249440403,5075600
2010-03-09,53.18512725830078,53.6166300778143,52.839920214133386,53.012523736217084,7655900
2010-03-10,54.92683029174805,55.29557299277298,53.37340499472036,53.459706732649344,10616500
2010-03-11,54.973907470703125,55.25634846298309,54.25211648407419,54.98175471651499,7289500
2010-03-12,54.78562927246094,55.303433898287686,54.3305846718552,55.295592636195224,5302100
2010-03-15,54.44824981689453,54.73853203776947,53.757835917096635,54.42471406770944,7709000
2010-03-16,53.914772033691406,54.38550515910141,53.58525944447404,54.322739146194365,7494400
2010-03-17,54.432579040527344,54.51888081559945,53.577414523881394,54.11091368537408,6004300
2010-03-18,55.601566314697266,55.6486378273766,54.28351008841261,54.40903611745615,7433700
2010-03-19,55.483856201171875,57.50801412145048,55.483856201171875,55.483856201171875,17722500
2010-03-22,56.417518615722656,56.99024209577351,56.10369449691675,56.22137928968112,9013600
2010-03-23,56.62934875488281,56.982397161822384,56.10369677630259,56.91178987471345,4985400
2010-03-24,56.73917007446289,57.42957817785667,56.31550851589316,56.81762458848786,7700000
2010-03-25,56.87255096435547,57.61003666349929,56.48811960415556,57.23344656576511,5431000
2010-03-26,56.95100784301758,57.26483193981889,56.76271577921551,57.005932596727334,4933700
2010-03-29,58.143550872802734,58.47306355262242,57.27269165778063,57.33545768794574,9064200
2010-03-30,57.688480377197266,58.198443669640184,57.03729657278086,57.93169115338117,4381300
2010-03-31,56.966697692871094,57.31974603191177,56.44888707753538,57.20990850484595,5884600
2010-04-01,57.26483154296875,57.67280466169219,56.72349111507724,57.4609708538982,4411000
2010-04-05,56.519493103027344,57.311897434610536,55.664322768097946,57.264819939253115,9326300
